"categoria","texto","iteracao","seed_sorteio"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) JOÃO CARLOS PEREIRA DE SOUZA , processo 2024 - KXJH5 , a partir da data do diagnóstico, em 15/09/2023. Validade: permanente.
2) MARIA APARECIDA RIBEIRO GOMES , processo 2024 - YTX7W , a partir da data do diagnóstico, em 28/12/2021. Validade: permanente.
3) LUIZ FERNANDO SANTOS VIEIRA , processo 2025 - JKL4D , a partir da data do diagnóstico, em 03/07/2024. Validade: permanente.
4) ANA CLARA SILVA MACHADO , processo 2024 - QWE1B , a partir da data do diagnóstico, em 18/11/2023. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) JOÃO CARLOS PEREIRA DE SOUZA , processo 2024 - KXJH5 , a partir da data do requerimento, em 30/11/2024. Validade: permanente.
2) MARIA APARECIDA RIBEIRO GOMES , processo 2024 - YTX7W , a partir da data do requerimento, em 05/01/2025. Validade: permanente.
3) LUIZ FERNANDO SANTOS VIEIRA , processo 2025 - JKL4D , a partir da data do requerimento, em 12/09/2024. Validade: permanente.
4) ANA CLARA SILVA MACHADO , processo 2024 - QWE1B , a partir da data do requerimento, em 23/11/2024. Validade: permanente.","10","6521"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) JOSÉ ALVES DE SOUZA , processo 2025 - LQW49, a partir da data da reforma, em 15/01/2026. Validade: permanente. 2) MARIA APARECIDA OLIVEIRA BRAGA , processo 2025 - M8T3D, a partir da data do diagnóstico, em 22/04/2025. Validade: permanente. 3) PEDRO DA COSTA SANTOS , processo 2025 - N9P6G, a partir da data da reforma, em 17/07/2026. Validade: permanente.","11","6522"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) MARIA APARECIDA DOS SANTOS , processo 2025 - J9KLM , a partir da data da reforma, em 15/04/2025. Validade: permanente. 2) JOÃO PEDRO SILVA BARBOSA , processo 2024 - 7GTRH , a partir da data do diagnóstico, em 30/11/2024. Validade: permanente. 3) ANTONIO FERREIRA LIMA JÚNIOR , processo 2025 - QWERT , a partir de 01/06/2015, data inicial da pensão. Validade: permanente.","12","6523"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) MARIA APARECIDA SANTOS LIMA , processo 2024 - 5TQW9 , a partir da data do diagnóstico, em 25/03/2022. Validade: permanente.
2) JOÃO CARLOS RIBEIRO SILVA , processo 2024 - KJH87 , a partir da data da concessão do benefício de aposentadoria por invalidez, em 15/06/2023. Validade: permanente.
3) ANA LÚCIA SOUZA FERNANDES , processo 2024 - P9M7N , a partir da data do diagnóstico, em 08/01/2020. Validade: permanente.
4) RODRIGO MARTINS DE OLIVEIRA , processo 2025 - QL6Y3 , a partir da data da concessão do benefício de pensão por morte, em 22/08/2021. Validade: permanente.
5) ELIZABETH FERNANDES DA SILVA , processo 2024 - B7VGH , a partir da data da reforma, em 30/09/2023. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) MARIA APARECIDA SANTOS LIMA , processo 2024 - 5TQW9 , a partir da data do requerimento, em 17/10/2024. Validade: permanente.
2) JOÃO CARLOS RIBEIRO SILVA , processo 2024 - KJH87 , a partir da data do requerimento, em 03/12/2024. Validade: permanente.
3) ANA LÚCIA SOUZA FERNANDES , processo 2024 - P9M7N , a partir da data do requerimento, em 26/01/2025. Validade: permanente.
4) RODRIGO MARTINS DE OLIVEIRA , processo 2025 - QL6Y3 , a partir da data do requerimento, em 09/02/2025. Validade: permanente.
5) ELIZABETH FERNANDES DA SILVA , processo 2024 - B7VGH , a partir da data do requerimento, em 16/03/2025. Validade: permanente.","13","6524"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) MARIA DE JESUS DA SILVA , processo 2024 - KJL9H , a partir da data da reforma, em 15/03/2024. Validade: permanente. 2) JOÃO CARLOS DOS SANTOS LIMA , processo 2025 - GTR7Y , a partir da data do diagnóstico de doenças graves, em 29/06/2022. Validade: permanente.","14","6525"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) MARIA LÚCIA PEREIRA DOS SANTOS , processo 2025 - K9VJQ , a partir da data do diagnóstico, em 14/03/2025. Validade: permanente.
2) JOSÉ MÁRIO VARGAS DE OLIVEIRA , processo 2024 - R86LH , a partir da data da concessão do benefício, em 27/09/2013. Validade: permanente.
3) ANA MARIA DA COSTA SILVA , processo 2025 - QYK8G , a partir da data inicial da pensão, em 02/11/2014. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) MARIA LÚCIA PEREIRA DOS SANTOS , processo 2025 - K9VJQ , a partir da data do requerimento, em 06/04/2025. Validade: permanente.
2) JOSÉ MÁRIO VARGAS DE OLIVEIRA , processo 2024 - R86LH , a partir da data do requerimento, em 30/10/2013. Validade: permanente.
3) ANA MARIA DA COSTA SILVA , processo 2025 - QYK8G , a partir da data do requerimento, em 07/11/2014. Validade: permanente.","15","6526"
"IsencaoIRRF","A Diretoria de Saúde e Benefícios do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) CLÁUDIA LIMA DE MORAES , processo 2025 - JH7QV , a partir da data do diagnóstico, em 24/03/2024. Validade: permanente.
2) MANOEL GOMES ALMEIDA NETO , processo 2023 - K9LGR , a partir da data da concessão do benefício de aposentadoria, em 15/11/2023. Validade: permanente.
3) ANA LUIZA RAMOS FERREIRA DE SOUZA , processo 2024 - ZQ9LM , a partir da data da reforma, em 17/06/2024. Validade: permanente.
4) CARLOS EDUARDO CASTRO DIAS , processo 2025 - P3L8T , a partir da data do diagnóstico, em 09/02/2025. Validade: permanente.
5) ELIZABETH CRISTINA DE ALMEIDA SANTOS , processo 2024 - G1KJ7 , a partir da data do diagnóstico, em 28/07/2023. Validade: permanente.
6) LUIS CARLOS MACHADO DOS SANTOS , processo 2025 - VQ9RZ , a partir da data da reforma, em 14/03/2025. Validade: permanente.
7) KARLA BRUNA RIBEIRO SILVA , processo 2024 - X8LW4 , a partir da data do diagnóstico, em 12/09/2024. Validade: permanente.
8) JOSÉ ANTONIO DE OLIVEIRA FILHO , processo 2025 - M3QJG , a partir da data de concessão da pensão por morte, em 07/10/2023. Validade: permanente.
9) ROSELI APARECIDA DOS SANTOS , processo 2024 - H8LZT , a partir da data do diagnóstico, em 26/05/2024. Validade: permanente.
10) MARIA JOANA DA COSTA MELO , processo 2025 - K7Q9V , a partir da data da reforma, em 30/08/2024. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 157/2022.

1) CLÁUDIA LIMA DE MORAES , processo 2025 - JH7QV , a partir da data do requerimento, em 28/03/2024. Validade: permanente.
2) MANOEL GOMES ALMEIDA NETO , processo 2023 - K9LGR , a partir da data do requerimento, em 17/11/2023. Validade: permanente.
3) ANA LUIZA RAMOS FERREIRA DE SOUZA , processo 2024 - ZQ9LM , a partir da data do requerimento, em 18","16","6527"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 

1) JOANA MARIA DA SILVA ALMEIDA , processo 2025 - G4S9F , a partir da data do diagnóstico, em 18/11/2018. Validade: permanente.

2) LUIZ FERNANDO RIBEIRO DOS SANTOS , processo 2024 - 7R3C5 , a partir da data da aposentadoria, em 09/02/2022. Validade: permanente.

3) MARIA APARECIDA SOUZA GOMES , processo 2025 - T8V1H , a partir da data do diagnóstico, em 27/06/2019. Validade: permanente.

4) CARLOS EDUARDO MARTINS DA SILVA , processo 2024 - KF3G1 , a partir da data da reforma, em 25/03/2023. Validade: permanente.

5) ANA LÚCIA RODRIGUES SOUSA , processo 2024 - V7D6K , a partir da data do diagnóstico, em 12/09/2021. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) JOANA MARIA DA SILVA ALMEIDA , processo 2025 - G4S9F , a partir da data do requerimento, em 03/07/2025. Validade: permanente.

2) LUIZ FERNANDO RIBEIRO DOS SANTOS , processo 2024 - 7R3C5 , a partir da data do requerimento, em 18/04/2026. Validade: permanente.

3) MARIA APARECIDA SOUZA GOMES , processo 2025 - T8V1H , a partir da data do requerimento, em 29/10/2025. Validade: permanente.

4) CARLOS EDUARDO MARTINS DA SILVA , processo 2024 - KF3G1 , a partir da data do requerimento, em 28/07/2026. Validade: permanente.

5) ANA LÚCIA RODRIGUES SOUSA , processo 2024 - V7D6K , a partir da data do requerimento, em 13/01/2025. Validade: permanente.","17","6528"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 

1) JOSÉ CARLOS DE ALMEIDA , processo 2025 - N9B5T , a partir da data do diagnóstico, em 14/05/2024. Validade: permanente.
2) ANA CLARA OLIVEIRA DA SILVA , processo 2025 - M8S6D , a partir da data da concessão do benefício, em 23/07/2023. Validade: permanente.
3) LUIZ FERNANDO MARTINS DE SOUZA , processo 2024 - K5R1V , a partir da data do diagnóstico, em 18/02/2024. Validade: permanente.
4) MARIA ANTONIETA CASTRO DA CUNHA , processo 2025 - P7L3G , a partir da data da concessão do benefício, em 09/03/2021. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) JOSÉ CARLOS DE ALMEIDA , processo 2025 - N9B5T , a partir da data do requerimento, em 27/01/2025. Validade: permanente.
2) ANA CLARA OLIVEIRA DA SILVA , processo 2025 - M8S6D , a partir da data do requerimento, em 30/09/2024. Validade: permanente.
3) LUIZ FERNANDO MARTINS DE SOUZA , processo 2024 - K5R1V , a partir da data do requerimento, em 16/01/2025. Validade: permanente.
4) MARIA ANTONIETA CASTRO DA CUNHA , processo 2025 - P7L3G , a partir da data do requerimento, em 18/12/2024. Validade: permanente.","18","6529"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) ANA CAROLINA DA SILVA SANTOS , processo 2024 - K5HGF , a partir da data do diagnóstico, em 29/04/2023. Validade: permanente.
2) JOÃO VICENTE LIMA JUNIOR , processo 2025 - T91KX , a partir da data do diagnóstico, em 16/10/2022. Validade: permanente.
3) PEDRO SOUZA DE OLIVEIRA , processo 2024 - R7Y4H , a partir da data da reforma, em 15/07/2024. Validade: permanente.
4) MARIA APARECIDA DOS SANTOS VIEIRA , processo 2023 - Q6GR8 , a partir da data do diagnóstico, em 31/12/2021. Validade: permanente.
5) FERNANDO LIMA MARTINS FILHO , processo 2024 - P7MNR , a partir da data da reforma, em 08/09/2023. Validade: permanente.
6) ELIANE DOS SANTOS SOUZA CAMPOS , processo 2025 - VD7B1 , a partir da data do diagnóstico, em 14/03/2023. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) ANA CAROLINA DA SILVA SANTOS , processo 2024 - K5HGF , a partir da data do requerimento, em 01/05/2025. Validade: permanente.
2) JOÃO VICENTE LIMA JUNIOR , processo 2025 - T91KX , a partir da data do requerimento, em 30/11/2024. Validade: permanente.
3) PEDRO SOUZA DE OLIVEIRA , processo 2024 - R7Y4H , a partir da data do requerimento, em 25/08/2024. Validade: permanente.
4) MARIA APARECIDA DOS SANTOS VIEIRA , processo 2023 - Q6GR8 , a partir da data do requerimento, em 15/01/2022. Validade: permanente.
5) FERNANDO LIMA MARTINS FILHO , processo 2024 - P7MNR , a partir da data do requerimento, em 18/09/2023. Validade: permanente.
6) ELIANE DOS SANTOS SOUZA CAMPOS , processo 2025 - VD7B1 , a partir da data do requerimento, em 10/04/2023. Validade: permanente.","19","6530"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) JOÃO PEDRO DA SILVA MARTINS , processo 2025 - QWERT , a partir da data da reforma, em 14/09/2022. Validade: permanente.
2) MARIA APARECIDA SOUZA FREITAS , processo 2024 - YUIOP , a partir da data do diagnóstico, em 18/06/2023. Validade: permanente.
3) ANTONIO CARLOS PEREIRA SANTOS , processo 2025 - ASDFG , a partir da data da reforma, em 03/11/2024. Validade: permanente.
4) FERNANDA MACHADO DE SOUZA , processo 2024 - ZXCVB , a partir da data do diagnóstico, em 27/11/2022. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) JOÃO PEDRO DA SILVA MARTINS , processo 2025 - QWERT , a partir da data do protocolo do requerimento, em 29/11/2024. Validade: permanente.
2) MARIA APARECIDA SOUZA FREITAS , processo 2024 - YUIOP , a partir da data do protocolo do requerimento, em 30/12/2024. Validade: permanente.
3) ANTONIO CARLOS PEREIRA SANTOS , processo 2025 - ASDFG , a partir da data do protocolo do requerimento, em 02/10/2024. Validade: permanente.
4) FERNANDA MACHADO DE SOUZA , processo 2024 - ZXCVB , a partir da data do protocolo do requerimento, em 15/11/2024. Validade: permanente.","20","6531"
"IsencaoIRRF","A Diretoria de Perícia Médica e Social do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF aos beneficiários abaixo relacionados, de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.

1) PEDRO SOUZA DOS SANTOS , processo 2025 - XH5J4 , a partir da data do diagnóstico, em 14/07/2022. Validade: permanente.
2) JOANA MARIA DA SILVA , processo 2024 - V6T3Q , a partir da data da reforma, em 05/11/2024. Validade: permanente.
3) ADILSON PEREIRA DE MELO , processo 2025 - KZ9N7 , a partir da data do benefício de pensão por morte, em 12/03/2023. Validade: permanente.
4) SILVIA RIBEIRO VIEIRA , processo 2024 - P8F6Y , a partir da data do diagnóstico, em 25/02/2021. Validade: permanente.
5) JOÃO PEDRO FERNANDES , processo 2024 - ZW3B9 , a partir da data da concessão do benefício de aposentadoria por idade, em 18/06/2024. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) PEDRO SOUZA DOS SANTOS , processo 2025 - XH5J4 , a partir da data do requerimento, em 29/06/2024. Validade: permanente.
2) JOANA MARIA DA SILVA , processo 2024 - V6T3Q , a partir da data do requerimento, em 15/08/2024. Validade: permanente.
3) ADILSON PEREIRA DE MELO , processo 2025 - KZ9N7 , a partir da data do requerimento, em 11/03/2025. Validade: permanente.
4) SILVIA RIBEIRO VIEIRA , processo 2024 - P8F6Y , a partir da data do requerimento, em 27/02/2025. Validade: permanente.
5) JOÃO PEDRO FERNANDES , processo 2024 - ZW3B9 , a partir da data do requerimento, em 14/06/2025. Validade: permanente.","21","6532"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 

1) CLÁUDIA SANTOS DA SILVA , processo 2025 - QW9ER , a partir da data do diagnóstico, em 14/03/2023. Validade: permanente.
2) JOÃO ALVES DE OLIVEIRA NETO , processo 2024 - TGH6Y , a partir da data da reforma, em 05/07/2024. Validade: permanente.
3) ANA LÚCIA GONÇALVES FERREIRA , processo 2025 - VXZ12 , a partir da data do diagnóstico, em 28/09/2022. Validade: permanente.
4) RICARDO ANDRADE PEREIRA , processo 2023 - PHG7R , a partir da data da aposentadoria, em 15/12/2022. Validade: permanente.
5) MARIA APARECIDA DOS SANTOS LIMA , processo 2024 - YFV8H , a partir da data do diagnóstico, em 03/11/2023. Validade: permanente.
6) FERNANDO RIBEIRO DA COSTA , processo 2025 - JKL7T , a partir da data da reforma, em 24/08/2024. Validade: permanente.
7) ELIZABETH ALMEIDA MOREIRA , processo 2024 - GHJ5R , a partir da data do diagnóstico, em 31/12/2021. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011.

1) CLÁUDIA SANTOS DA SILVA , processo 2025 - QW9ER , a partir da data do requerimento, em 16/01/2025. Validade: permanente.
2) JOÃO ALVES DE OLIVEIRA NETO , processo 2024 - TGH6Y , a partir da data do requerimento, em 30/09/2024. Validade: permanente.
3) ANA LÚCIA GONÇALVES FERREIRA , processo 2025 - VXZ12 , a partir da data do requerimento, em 18/12/2024. Validade: permanente.
4) RICARDO ANDRADE PEREIRA , processo 2023 - PHG7R , a partir da data do requerimento, em 10/05/2023. Validade: permanente.
5) MARIA APARECIDA DOS SANTOS LIMA , processo 2024 - YFV8H , a partir da data do requerimento, em 22/07/2024. Validade: permanente.
6) FERNANDO RIBEIRO DA COSTA , processo 2025 - JKL7T , a partir da data do requerimento","22","6533"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações.  
1) LUCAS MOTA DE SOUSA , processo 2025 - P4KL9 , a partir da data do diagnóstico em 04/10/2024. Validade: permanente.  
2) CLARA SANTOS RIBEIRO , processo 2025 - N7G3H , a partir de 08/11/2024, tendo em vista o vencimento do laudo médico em 07/11/2024. Validade: permanente.  
3) ANTONIO PEREIRA DOS SANTOS , processo 2025 - K6YJ8 , a partir da data da reforma, em 15/12/2024. Validade: permanente.","23","6534"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) LUCIANO FERNANDES , processo 2024 - KZ5GJ , a partir da data do diagnóstico, em 19/07/2024. Validade: permanente. 2) ANA CLARICE DOS SANTOS VIEIRA , processo 2024 - P6H3Y , a partir da data do vencimento do laudo médico, em 28/09/2024. Validade: permanente. 3) CARLOS ALBERTO DA SILVA LIMA , processo 2025 - X1Q7B , a partir da data da reforma, em 06/01/2025. Validade: permanente. 4) MARIA ELIZABETH FERREIRA SOUZA , processo 2025 - V3R9F , a partir do diagnóstico, em 27/08/2022. Validade: permanente. 5) EDUARDO DE OLIVEIRA BARBOSA , processo 2024 - H6VNS , a partir da data de aposentadoria, em 13/12/2023. Validade: permanente. 6) RENATA SANTOS CAMPOS , processo 2025 - T9ZM7 , a partir do diagnóstico, em 14/06/2024. Validade: permanente.

DEFERIR a imunidade da contribuição previdenciária sobre a parcela do benefício que não exceder o dobro do limite máximo estabelecido para o regime geral de previdência social, a partir da data de protocolo do requerimento, aos beneficiários abaixo relacionados, de acordo com o § 3º, art. 40 da Lei Complementar nº 282/2004, regulamentado pela Portaria nº 032-R, de 08/04/2011. 1) LUCIANO FERNANDES , processo 2024 - KZ5GJ , a partir da data do requerimento, em 17/11/2024. Validade: permanente. 2) ANA CLARICE DOS SANTOS VIEIRA , processo 2024 - P6H3Y , a partir da data do requerimento, em 19/12/2024. Validade: permanente. 3) CARLOS ALBERTO DA SILVA LIMA , processo 2025 - X1Q7B , a partir da data do requerimento, em 15/01/2025. Validade: permanente. 4) MARIA ELIZABETH FERREIRA SOUZA , processo 2025 - V3R9F , a partir da data do requerimento, em 26/08/2022. Validade: permanente. 5) EDUARDO DE OLIVEIRA BARBOSA , processo 2024 - H6VNS , a partir da data do requerimento, em 11/12/2023. Validade: permanente. 6) RENATA SANTOS CAMPOS , processo 2025 - T9ZM7 , a partir da data do requerimento, em 18/06/2024. Validade: permanente.","24","6535"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) ANA LÚCIA DA SILVA , processo 2025 - KLM99 , a partir da data do diagnóstico, em 14/03/2023. Validade: permanente. 2) JOÃO PEDRO SALES DE MELLO , processo 2025 - XYZ78 , a partir da data da reforma, em 05/09/2024. Validade: permanente. 3) MARIA ADELAIDE DA COSTA SOUZA , processo 2024 - VBN12 , a partir da data do diagnóstico, em 01/06/2021. Validade: permanente. 4) PEDRO AUGUSTO LOPES DE OLIVEIRA , processo 2025 - QWE89 , a partir da data da reforma, em 30/11/2023. Validade: permanente.","25","6536"
"IsencaoIRRF","A Diretoria de Proteção Social dos Militares do Instituto de Previdência dos Servidores do Estado do Espírito Santo - IPAJM, no uso de suas atribuições autorizou a publicação abaixo: DEFERIR a isenção do IRRF ao(s) beneficiário(s) abaixo relacionado(s), de acordo com o inciso XIV, do art. 6º da Lei Federal nº 7.713/88 e suas alterações. 1) MARIA APARECIDA SOUZA TEIXEIRA , processo 2025-1L4KX, a partir da data da reforma, em 23/09/2024. Validade: permanente. 2) JOÃO CARLOS LIMA DA SILVA , processo 2025-G8W6E, a partir da data do diagnóstico, em 15/07/2024. Validade: permanente. 3) ANA CLARA GONÇALVES RIBEIRO , processo 2025-9NQ0P, a partir da data da reforma, em 12/11/2023. Validade: permanente.","26","6537"
